gene_id,SRR35049344,SRR35049350,SRR35049353,SRR35049354,SRR35049360,SRR35049363
MSTRG.4036,0,0,2,23,0,1
ENSG00000300711,0,0,0,0,0,2
ENSG00000287627,0,0,0,0,0,0
ENSG00000177770|CDKN2AIPNLP1,2,0,4,3,3,2
ENSG00000287259,2,6,0,0,0,0
MSTRG.4033|PARP1,6932,1869,11810,5554,4336,6118
MSTRG.4034,4,0,0,0,0,7
MSTRG.4037|ITPKB,1744,1943,862,1257,2788,832
MSTRG.4038|ITPKB-IT1,4,2,2,0,1,0
MSTRG.4039|ITPKB-AS1,10,0,0,0,0,0
MSTRG.4040,0,0,0,0,0,0
MSTRG.4041|PSEN2,714,406,649,826,308,515
MSTRG.4041,556,217,155,73,319,192
MSTRG.4042,0,0,0,0,0,5
MSTRG.4041|COQ8A,51,25,400,599,27,353
MSTRG.4043,0,0,0,1,0,0
MSTRG.4054|BTF3P9,4,27,39,3,5,21
ENSG00000234277|LINC01641,0,0,0,0,0,0
ENSG00000242757,0,0,0,0,0,0
ENSG00000232864|NUCKS1P1,2,2,15,2,2,2
ENSG00000227711,0,0,0,0,0,0
ENSG00000287205,0,0,0,0,0,0
MSTRG.4044|CDC42BPA,3326,1683,2093,1803,1361,2046
MSTRG.4045,0,0,0,0,0,0
MSTRG.4046,0,0,0,0,0,6
MSTRG.4049,0,4,4,0,0,4
MSTRG.4050|UBA5P1,0,0,0,1,0,0
MSTRG.4051,0,0,0,7,12,0
MSTRG.4052,0,0,5,0,0,6
MSTRG.4044,1500,727,2773,1389,42,24
MSTRG.4047,19,7,7,0,0,10
MSTRG.4048,20,0,0,0,0,0
MSTRG.4053,3,13,3,6,4,0
ENSG00000215812|ZNF847P,0,0,0,0,0,0
ENSG00000202264|RNA5SP77,0,0,0,0,0,0
MSTRG.4056,2615,986,762,227,805,1187
MSTRG.4056|ZNF678,40,635,1058,1278,841,783
MSTRG.4055,14,14,2,32,10,6
MSTRG.4057|FAM133FP,15,5,1,2,1,3
MSTRG.4058,50,15,8,6,6,12
MSTRG.4059,3,1,0,0,16,0
MSTRG.4060,25,7,2,3,26,14
ENSG00000286389,18,6,26,26,2,38
ENSG00000304171,10,4,2,7,16,3
ENSG00000233003|CICP26,9,12,0,8,0,4
ENSG00000274886|SEPTIN14P17,1,0,0,1,0,1
MSTRG.4065|MIR5008,0,0,0,3,1,3
MSTRG.4064|WNT9A,337,55,214,329,66,98
MSTRG.4066,3,6,0,22,13,5
ENSG00000276255|LINC02809,32,76,16,49,18,18
MSTRG.4061|SNAP47,374,429,557,351,889,1646
MSTRG.4062|JMJD4,185,349,241,427,383,398
MSTRG.4061,1179,977,1196,1690,394,499
MSTRG.4063|SNAP47-AS1,26,27,5,4,12,8
ENSG00000154342|WNT3A,5,0,4,13,0,4
MSTRG.4069|C1orf35,436,550,366,342,450,514
MSTRG.4069,2,13,133,47,0,89
MSTRG.4067|ARF1,6812,9417,9039,8468,12079,7941
MSTRG.4068,12,3,7,2,20,20
MSTRG.4067|MIR3620,0,1,0,0,0,0
MSTRG.4075,0,0,0,0,0,2
MSTRG.4076,0,0,0,0,0,0
MSTRG.4072,119,139,39,222,407,102
MSTRG.4073|CIAO2AP2,18,6,4,20,31,11
MSTRG.4074,45,13,8,38,90,14
MSTRG.4070,0,0,13,2,0,9
MSTRG.4071|MRPL55,434,495,538,411,487,612
ENSG00000307924,12,7,4,10,6,0
ENSG00000203684|IBA57-DT,0,23,0,0,0,0
MSTRG.4078|GJC2,55,6,9,166,17,34
MSTRG.4080,124,50,24,59,66,14
MSTRG.4079|IBA57,595,370,488,778,452,578
ENSG00000304651,18,4,16,0,14,23
MSTRG.4081,52,18,15,0,22,59
MSTRG.4077|GUK1,1609,1881,782,1970,1550,2236
MSTRG.4077,0,0,497,263,0,0
ENSG00000270104,6,0,0,6,4,0
MSTRG.4083|OBSCN-AS1,43,39,6,66,68,12
MSTRG.4084|OBSCN,1806,3288,794,1931,2069,732
MSTRG.4084,572,1637,442,490,1399,187
MSTRG.4085,112,162,65,90,51,67
MSTRG.4087,0,0,4,0,10,8
MSTRG.4086,11,10,13,5,9,16
MSTRG.4088,109,281,55,141,242,45
MSTRG.4089|TRIM11,1062,1167,1237,1417,972,973
MSTRG.4090|TRIM11-AS1,0,0,0,0,0,0
MSTRG.4089|TRIM17,207,48,14,138,35,0
MSTRG.4091,110,115,13,114,42,24
MSTRG.4095,0,1,0,1,0,0
MSTRG.4097|H2BC26,849,173,1237,515,87,1295
MSTRG.4089|MIR6742,1,1,1,1,1,1
MSTRG.4089,164,121,48,443,57,39
MSTRG.4092,13,15,0,30,6,0
MSTRG.4093|H3-4,3,9,16,10,4,12
MSTRG.4094|H2AC25,614,227,1210,721,227,1340
MSTRG.4096|RPL23AP15,3,2,0,0,5,2
MSTRG.4098,72,1,25,8,0,33
MSTRG.4097|MIR4666A,1,0,1,1,1,1
MSTRG.4098|H2BC27P,8,7,58,23,5,94
ENSG00000199337|RNA5S3,1,0,0,1,0,0
ENSG00000200381|RNA5S4,1,0,0,0,0,1
ENSG00000199396|RNA5S5,1,0,0,1,0,1
ENSG00000199910|RNA5S10,1,0,0,1,0,1
ENSG00000201925|RNA5S15,1,0,0,1,0,1
ENSG00000202257|RNA5S16,1,0,0,0,0,0
MSTRG.4099,0,0,0,2,0,0
MSTRG.4101|RNF187,3184,1649,1949,3691,2811,2167
MSTRG.4102,0,0,0,5,0,0
MSTRG.4099|BTNL10P,0,0,0,0,0,0
MSTRG.4100,8,10,8,10,4,0
MSTRG.4103|FTH1P2,573,1200,773,1086,691,1147
MSTRG.4105,1,13,3,2,25,15
MSTRG.4104|RHOU,3041,126,251,3716,200,354
ENSG00000310329,0,0,0,0,0,0
ENSG00000310344,0,0,0,0,0,0
ENSG00000310305,0,0,0,0,0,0
ENSG00000310285,0,0,0,0,0,0
ENSG00000271399,0,0,0,0,0,0
ENSG00000310264,15,0,0,0,0,3
ENSG00000288862,0,7,0,0,24,0
ENSG00000252051|RN7SKP276,0,0,0,0,0,0
MSTRG.4118|ACTA1,49,30,337,110,23,78
MSTRG.4118,0,5,2,15,5,4
MSTRG.4119,0,0,0,0,0,0
MSTRG.4117|CCSAP,982,655,638,736,910,995
MSTRG.4116,5,4,0,4,0,0
MSTRG.4106|LINC02814,0,0,0,0,0,3
MSTRG.4107|ISCA1P2,0,0,1,0,0,0
MSTRG.4108|LINC02814,6,9,4,0,7,27
MSTRG.4109,0,21,13,0,8,20
MSTRG.4110,0,2,9,0,7,36
MSTRG.4111,0,18,37,1,18,165
MSTRG.4112,0,0,0,2,2,2
MSTRG.4108,0,3,0,0,3,0
MSTRG.4114,0,0,0,0,0,1
MSTRG.4108|RAB4A-AS1,409,144,230,523,336,155
MSTRG.4115|RAB4A,2301,768,1126,2695,879,1894
MSTRG.4113|TMEM78,1,0,3,0,0,0
MSTRG.4115,80,35,67,168,54,132
MSTRG.4120,0,0,0,0,0,0
MSTRG.4120|NUP133,2744,1818,3775,2562,2685,2240
MSTRG.4121|NUP133-DT,0,10,0,0,0,15
ENSG00000310399,0,0,0,0,0,0
ENSG00000229367|HMGN2P19,5,3,3,2,2,3
MSTRG.4122|ABCB10,1097,518,1168,1434,657,788
MSTRG.4122,0,7,0,0,0,0
MSTRG.4123|RNU4-21P,2,0,2,2,1,2
MSTRG.4124|RNA5SP78,7,2,3,0,1,1
ENSG00000213028|KIAA1191P3,3,1,2,4,0,3
MSTRG.4125|TAF5L,1021,648,1340,1025,682,1574
MSTRG.4126|URB2,1236,878,3034,888,677,1275
MSTRG.4132|PGBD5,318,106,835,598,95,622
MSTRG.4133,0,0,2,0,0,0
MSTRG.4132,32,43,64,28,7,65
MSTRG.4127|GALNT2,7097,1843,5837,7700,2616,4311
MSTRG.4130,29,15,0,10,0,11
MSTRG.4131,0,0,0,0,0,0
MSTRG.4128,1,5,1,0,4,0
MSTRG.4129,3,5,6,5,2,1
MSTRG.4134,22,154,25,27,352,64
MSTRG.4135,0,1,0,0,2,1
MSTRG.4136|LINC01737,0,0,0,0,0,0
MSTRG.4137,0,6,9,0,4,39
MSTRG.4138,0,0,0,0,0,0
MSTRG.4139,24,7,0,16,0,0
MSTRG.4140|COG2,1347,491,1223,1256,641,901
MSTRG.4141|AGT,131,28,35,1864,16,25
MSTRG.4142,0,0,0,0,0,0
MSTRG.4143|CAPN9,1006,0,6,199,0,10
MSTRG.4141|CAPN9-AS1,13,0,0,20,0,0
MSTRG.4141,23,0,0,5,0,6
MSTRG.4144|RNA5SP79,0,0,0,0,0,0
MSTRG.4145,4,0,0,2,0,0
MSTRG.4146|C1orf198,5524,1407,2100,4743,2294,1562
MSTRG.4147,90,43,15,71,30,58
MSTRG.4148,5,0,0,3,0,0
MSTRG.4149,0,0,0,0,0,0
MSTRG.4150|RN7SL837P,0,0,0,0,0,0
MSTRG.4151|TTC13,977,285,427,866,330,269
MSTRG.4151,46,3,2,66,31,1
MSTRG.4155,1,7,22,0,1,11
MSTRG.4152|ARV1,508,247,315,529,219,300
MSTRG.4153|FAM89A,422,2478,27,783,2428,53
MSTRG.4153|MIR1182,1,1,1,1,1,1
MSTRG.4154,69,75,78,89,86,100
ENSG00000295849,0,0,2,0,0,0
ENSG00000119283|TRIM67,121,14,0,59,12,0
ENSG00000235710|TRIM67-AS1,0,0,0,0,0,0
MSTRG.4156|FSAF1,403,267,334,586,357,231
MSTRG.4157|GNPAT,2758,1549,2017,2921,2623,2715
MSTRG.4159|RNA5SP80,0,0,0,0,0,0
MSTRG.4163|SPRTN,607,581,591,651,415,389
MSTRG.4164,0,1,0,0,0,1
MSTRG.4157,6,317,594,15,8,4
MSTRG.4158,15,1,14,17,4,16
MSTRG.4160,1,1,4,2,0,7
MSTRG.4161,5,3,4,11,17,5
MSTRG.4162|EXOC8,1073,1003,997,1130,901,804
MSTRG.4178,0,8,24,0,0,26
MSTRG.4165,29,15,0,14,10,9
MSTRG.4166|EGLN1,2536,917,1036,2560,1074,1285
MSTRG.4166,0,2,0,0,0,0
MSTRG.4167|SNRPD2P2,0,0,0,0,0,0
MSTRG.4166|TSNAX-DT,35,299,55,62,47,96
MSTRG.4168|TSNAX,1366,1185,2178,915,1674,1109
MSTRG.4168|TSNAX-DISC1,0,69,0,8,0,55
MSTRG.4168,462,150,128,389,189,300
MSTRG.4169|LINC00582,0,0,0,0,0,0
MSTRG.4168|DISC1,148,398,171,194,456,162
MSTRG.4170|RNU5A-5P,0,0,0,0,0,0
MSTRG.4171,0,42,0,3,13,9
MSTRG.4172,0,0,0,0,0,0
MSTRG.4173,0,17,28,0,34,118
MSTRG.4175|DISC1-IT1,0,4,0,0,0,1
MSTRG.4174,3,0,2,0,0,0
MSTRG.4185|SIPA1L2,2437,683,2254,1314,413,1064
MSTRG.4186,5,0,3,0,0,0
MSTRG.4196,2,251,45,1,687,145
MSTRG.4192|MAP3K21,391,392,2337,804,832,2581
MSTRG.4194|KCNK1,125,1281,384,308,3390,690
MSTRG.4194,4,5179,72,0,610,90
MSTRG.4195|MIR4427,1,2,0,0,1,0
ENSG00000306050,0,0,0,0,0,0
ENSG00000286666,0,0,0,0,2,0
ENSG00000225486,4,3,3,0,0,1
ENSG00000236358,0,0,0,0,0,0
ENSG00000235605,5,7,3,3,8,9
MSTRG.4207|COA6-AS1,9,20,8,3,9,39
MSTRG.4206,6,2,0,2,14,0
MSTRG.4208|COA6,396,339,688,410,319,770
MSTRG.4187|NTPCR,1546,787,1650,1724,621,1676
MSTRG.4188,33,853,2126,71,326,2398
MSTRG.4188|PCNX2,1085,838,1131,1429,981,1124
MSTRG.4189,0,0,9,0,0,10
MSTRG.4190,8,3,28,1,6,17
ENSG00000303568,5,0,0,0,0,0
MSTRG.4191|RPS7P3,1,19,6,9,3,32
MSTRG.4197,0,0,0,0,1,0
MSTRG.4198|SLC35F3,0,474,29,133,1226,67
MSTRG.4199|RAC1P7,0,2,0,0,0,0
MSTRG.4200,0,80,0,20,146,14
MSTRG.4201,0,4,0,0,4,0
MSTRG.4202|SLC35F3-AS1,0,3,0,0,1,0
MSTRG.4204|MIR4671,0,0,0,0,0,0
MSTRG.4198,13,410,5,0,836,0
MSTRG.4203,6,0,0,12,3,0
ENSG00000289057,5,9,2,2,0,4
MSTRG.4209|TARBP1,182,13,569,227,150,814
MSTRG.4209,2782,785,1077,2680,1861,1046
MSTRG.4210,15,0,9,7,6,13
ENSG00000309002,0,0,0,4,0,0
ENSG00000282097,0,4,0,8,0,0
ENSG00000227630|LINC01132,6,2,1,10,3,9
ENSG00000280587|LINC01348,30,0,0,47,0,3
ENSG00000294496,0,0,2,3,0,0
ENSG00000308710,0,0,0,0,0,0
MSTRG.4221,2,0,0,19,0,0
ENSG00000308755,2,0,0,0,0,0
ENSG00000309433,0,0,0,0,0,8
MSTRG.4212,0,0,0,0,0,0
MSTRG.4211|IRF2BP2,4961,1167,3103,5914,1960,2794
MSTRG.4213,0,0,0,0,0,0
MSTRG.4213|LINC00184,0,0,0,6,0,0
MSTRG.4217,0,0,0,0,0,0
MSTRG.4218,0,0,0,0,0,0
MSTRG.4219,4,2,0,0,0,0
MSTRG.4220,0,2,0,0,6,0
ENSG00000300566,15,0,5,0,0,5
MSTRG.4214,15,2,12,17,6,13
MSTRG.4215,2,4,0,3,4,1
MSTRG.4216,1,8,0,0,0,3
ENSG00000233018,0,0,0,0,0,0
MSTRG.4222,15,52,7,4,18,22
MSTRG.4224|TOMM20,10926,6457,4822,9724,11961,7292
MSTRG.4223,3,16,4,6,13,14
MSTRG.4224,17,7872,8198,0,8961,9304
MSTRG.4225|SNORA14B,2,25,16,8,22,26
MSTRG.4236|GNG4,1442,1032,1578,1477,729,3096
MSTRG.4237,0,4,3,0,0,0
MSTRG.4238,3,16,0,2,0,3
MSTRG.4239,4,11,1,0,2,6
MSTRG.4226|RBM34,854,1251,1647,925,1134,1117
MSTRG.4226|ARID4B,2235,1928,1987,2975,2026,1204
MSTRG.4227,11,21,10,5,17,11
MSTRG.4228|MIR4753,0,0,0,3,0,1
MSTRG.4230|GGPS1,2379,1952,1557,2175,2545,2022
MSTRG.4230,360,9,0,55,0,13
MSTRG.4234,0,0,0,0,0,0
MSTRG.4230|TBCE,602,811,1381,897,696,1032
MSTRG.4235|B3GALNT2,2081,1990,2428,2153,1870,3327
MSTRG.4226,979,70,121,100,58,85
MSTRG.4229|RPL23AP23,17,13,1,6,2,9
MSTRG.4231,5,7,1,9,10,7
MSTRG.4232,7,0,0,20,3,2
MSTRG.4233,2,0,6,2,0,0
MSTRG.4230|RPS21P1,2,3,5,1,0,1
MSTRG.4240|LYST,1292,286,54,1658,161,81
MSTRG.4243|MIR1537,0,0,0,0,0,0
ENSG00000302457,0,0,0,13,0,0
ENSG00000229291|LINC02768,4,5,0,0,8,11
ENSG00000206803|RNU6-968P,0,0,0,0,0,0
ENSG00000302482,0,0,0,0,0,0
MSTRG.4240,12,0,0,28,0,0
MSTRG.4241,292,13,22,358,18,111
MSTRG.4242|LDHAP2,4,10,22,2,2,6
MSTRG.4244,4,2,0,18,0,0
ENSG00000309175,0,0,0,0,0,8
ENSG00000309188,0,0,0,3,0,0
ENSG00000235371|ACO2P2,3,2,0,2,0,9
MSTRG.4245|NID1,5055,294,2281,2048,882,786
MSTRG.4246|Y_RNA,2,0,0,0,0,1
ENSG00000306684,0,6,0,0,8,3
ENSG00000237922,0,0,0,0,0,7
MSTRG.4247|GPR137B,776,140,197,978,227,430
MSTRG.4247,10,0,19,151,208,44
MSTRG.4248|ERO1B,178,219,155,1168,541,176
MSTRG.4249|RNU2-70P,0,0,0,0,0,0
MSTRG.4248,280,26,6,619,230,88
MSTRG.4250|EDARADD,432,60,197,707,264,284
MSTRG.4250|ENO1P1,9,8,33,14,4,4
MSTRG.4250,53,3,11,91,4,6
ENSG00000077522|ACTN2,45,10,61,23,44,137
MSTRG.4251|LGALS8,1749,369,509,1953,358,397
MSTRG.4254,9,882,3339,10,7,7
MSTRG.4254|HEATR1,2974,3120,4684,2621,2700,2948
MSTRG.4252|LGALS8-AS1,8,19,3,32,10,2
MSTRG.4251,43,43,5,34,29,28
MSTRG.4253,12,6,2,16,0,0
MSTRG.4258,5,20,0,0,12,0
MSTRG.4259,0,0,0,0,0,0
MSTRG.4261,0,0,0,0,0,0
MSTRG.4262|MT1HL1,0,0,0,0,0,7
MSTRG.4260|RPL35P1,7,6,13,11,20,15
MSTRG.4255|MTR,3539,971,2451,3168,1426,1034
MSTRG.4256|RPSAP21,0,1,2,4,0,7
ENSG00000237250,0,5,0,0,0,0
ENSG00000116996|ZP4,0,0,0,0,0,0
ENSG00000243781,4,11,4,8,3,4
ENSG00000287589,0,0,0,0,0,0
ENSG00000306863,0,0,0,0,0,4
MSTRG.4263|RYR2,523,547,1207,42,1435,828
MSTRG.4264|RN7SKP195,0,0,0,0,0,2
MSTRG.4265,0,0,0,0,0,0
MSTRG.4263|MIR4428,0,0,0,0,0,0
MSTRG.4267,0,0,0,0,0,0
MSTRG.4263,1,2,2,0,6,3
MSTRG.4268,0,0,24,0,5,2
MSTRG.4269,0,0,0,0,0,0
MSTRG.4266,16,0,0,0,0,2
MSTRG.4270,6,5,31,0,2,10
MSTRG.4271,4,2,1,3,0,11
MSTRG.4272,0,0,0,0,0,0
MSTRG.4273|RNU6-725P,0,0,0,0,0,0
MSTRG.4275|LINC01139,486,507,345,966,440,1575
MSTRG.4276|KRT18P32,0,0,0,0,0,2
MSTRG.4274,2,0,0,0,0,0
ENSG00000295599,4,17,0,10,0,0
MSTRG.4277|CHRM3,712,229,386,994,260,591
MSTRG.4277,0,0,0,0,384,0
MSTRG.4279|CHRM3-AS2,19,31,17,21,16,6
MSTRG.4280|CHRM3-AS1,0,0,3,4,1,0
MSTRG.4281,0,0,0,0,0,0
MSTRG.4278,6,0,0,24,2,0
MSTRG.4289|GREM2,113,962,10,183,146,15
MSTRG.4290,0,0,0,0,0,0
MSTRG.4291,0,10,0,0,5,0
MSTRG.4292,0,1,0,0,0,0
MSTRG.4294,0,0,0,0,0,0
MSTRG.4295,0,0,0,0,0,0
MSTRG.4294|RNU5F-8P,0,0,0,0,0,0
MSTRG.4293,2,3,0,0,0,0
MSTRG.4282|FMN2,534,497,48,231,1231,59
MSTRG.4284|Y_RNA,0,0,0,0,0,0
MSTRG.4286,0,0,0,0,1,0
MSTRG.4282,0,6,0,0,3,0
MSTRG.4287,0,1,0,1,0,0
MSTRG.4288,0,2,0,0,0,0
MSTRG.4283,17,23,29,8,18,14
MSTRG.4285|ADH5P3,10,4,2,5,6,0
MSTRG.4282|Y_RNA,14,7,3,0,14,0
MSTRG.4307,17,21,2,42,51,23
MSTRG.4308,0,5,0,0,9,42
MSTRG.4309,0,0,0,0,0,0
MSTRG.4310|FH,1883,692,2938,1756,1363,1781
MSTRG.4296,0,0,0,0,0,0
MSTRG.4297,7,6,3,5,0,2
MSTRG.4298|RGS7,72,55,33,157,17,29
MSTRG.4299|THAP12P8,0,0,4,0,0,0
MSTRG.4300|RFKP1,0,0,0,0,0,0
MSTRG.4301|HNRNPA1P42,0,2,0,0,1,1
MSTRG.4302,0,0,0,0,0,0
MSTRG.4303|MIR3123,0,0,0,0,0,0
MSTRG.4304,0,0,0,0,0,0
MSTRG.4305|RPL36P6,0,0,0,0,0,0
MSTRG.4306,4,4,0,10,0,7
ENSG00000235990|RPL23AP20,12,0,9,0,0,3
MSTRG.4321,0,0,0,0,0,0
MSTRG.4322,16,4,0,0,0,0
ENSG00000197769|MAP1LC3C,20,16,11,42,5,15
ENSG00000213026|CFL1P4,2,2,3,3,1,5
MSTRG.4323,3,5,3,2,2,5
ENSG00000291216,0,0,2,0,4,0
ENSG00000231512|SEPTIN14P21,1,0,1,1,1,0
ENSG00000278455|CICP21,12,15,4,14,3,1
MSTRG.4311|KMO,5,14,11,6,1,13
MSTRG.4312,2,0,0,0,0,0
MSTRG.4313|OPN3,939,340,550,1191,269,894
MSTRG.4316|WDR64,2,0,4,0,0,2
MSTRG.4317,0,0,0,0,0,0
MSTRG.4318,0,0,0,0,0,0
MSTRG.4320|EXO1,1,44,1380,316,178,774
MSTRG.4320,551,269,579,13,0,724
MSTRG.4313,365,13,356,5,4,451
MSTRG.4314,3,1,10,2,2,2
MSTRG.4313|CHML,1966,706,1977,1510,662,2252
MSTRG.4315,9,10,7,6,0,8
MSTRG.4319|RPL6P3,3,2,0,1,0,3
MSTRG.4324,21,50,31,22,36,22
MSTRG.4324|LINC01347,40,60,26,50,69,50
MSTRG.4325|RNU6-747P,1,1,1,1,0,1
ENSG00000180287|PLD5,30,31,27,110,35,61
ENSG00000272865,0,0,0,2,0,0
ENSG00000252084|RN7SKP12,0,0,0,0,0,0
ENSG00000226750,0,0,0,0,0,0
ENSG00000235467|RPL10AP5,6,0,0,0,0,0
ENSG00000213690,2,0,3,2,1,0
ENSG00000226828|LINC02774,2,0,0,0,0,0
ENSG00000304920,0,0,0,0,0,0
ENSG00000289055,11,0,2,33,6,2
ENSG00000300752,0,0,0,2,0,0
MSTRG.4338|ZBTB18,1355,284,557,1004,471,1158
MSTRG.4338,1837,1817,1051,986,1882,1358
MSTRG.4327|CEP170,874,851,722,605,875,899
MSTRG.4326,50,10,8,3,9,12
MSTRG.4328,0,0,0,0,0,5
MSTRG.4330|SDCCAG8,571,145,224,734,85,234
MSTRG.4331|FCF1P7,0,8,14,9,0,0
MSTRG.4332|MIR4677,0,0,2,0,0,0
MSTRG.4333|AKT3,3868,2242,1982,3250,2119,2012
MSTRG.4337,0,0,0,0,0,0
MSTRG.4327,2968,2406,3369,1448,2930,1183
MSTRG.4329,5,5,4,20,14,8
MSTRG.4330,132,51,10,150,100,0
MSTRG.4334,8,3,0,0,0,3
MSTRG.4335|FABP7P1,4,0,2,0,6,0
MSTRG.4333,6,1,0,0,0,0
MSTRG.4336|AKT3-IT1,1,6,0,0,0,0
MSTRG.4339|SPMIP3,11,14,0,0,8,0
MSTRG.4341|TGIF2P1,0,3,0,0,0,0
MSTRG.4340,5,3,1,1,0,5
MSTRG.4340|ADSS2,3641,1637,4788,2505,1954,3568
MSTRG.4342|CATSPERE,82,16,17,22,0,14
MSTRG.4344|CYCSP5,0,0,0,0,0,0
MSTRG.4343,4,4,37,0,3,12
MSTRG.4351,10,21,8,28,9,7
MSTRG.4345,21,4070,2609,23,1033,8280
MSTRG.4345|DESI2,3594,1204,6949,3211,3106,2308
MSTRG.4346,17,49,31,32,18,32
MSTRG.4347,0,0,0,0,0,0
MSTRG.4346|C1orf202,5,0,6,0,6,6
MSTRG.4348,2,5,2,0,0,3
ENSG00000252073|RNU6-947P,0,0,0,0,0,0
ENSG00000201758|RN7SKP55,2,1,0,1,1,2
MSTRG.4352|COX20,722,527,599,550,280,821
MSTRG.4353|HNRNPU,17106,10950,29948,18550,13989,12657
MSTRG.4353,6300,1318,360,163,1328,621
MSTRG.4354,8,33,16,6,17,32
MSTRG.4356|EFCAB2,1245,465,390,599,615,483
MSTRG.4358|RNU6-1089P,0,0,0,0,0,0
MSTRG.4359|RNU6-999P,0,0,0,0,0,0
MSTRG.4361,0,0,0,0,0,0
MSTRG.4363|RNU1-132P,0,0,0,0,0,0
MSTRG.4360,7,3,0,0,4,0
MSTRG.4365|KIF26B-AS1,0,0,0,0,0,0
MSTRG.4366|DNAJC19P8,0,0,0,0,0,0
MSTRG.4364|KIF26B,338,150,150,228,668,27
MSTRG.4368,0,1,0,0,0,0
MSTRG.4369,0,0,0,0,0,0
MSTRG.4355|EFCAB2-AS1,26,37,14,23,27,40
MSTRG.4356,92,207,43,11,0,16
MSTRG.4357,10,13,10,6,11,19
MSTRG.4362,27,7,9,9,0,8
MSTRG.4367,4,2,2,0,4,0
MSTRG.4370,3,0,0,0,0,0
ENSG00000297637,0,0,0,0,0,0
ENSG00000235021,0,0,0,0,0,0
ENSG00000260698,20,10,5,17,0,8
MSTRG.4371|SMYD3,442,364,512,482,508,336
MSTRG.4372,0,0,5,0,0,0
MSTRG.4373,0,4,0,0,0,0
MSTRG.4374|SMYD3-AS1,0,0,0,0,0,0
MSTRG.4376|RNU6-1283P,0,1,0,0,0,0
MSTRG.4377,0,0,0,0,4,2
MSTRG.4378|SMYD3-IT1,0,5,1,2,0,0
MSTRG.4379|Y_RNA,0,1,0,0,0,0
MSTRG.4375|CHCHD4P5,3,1,0,0,0,0
MSTRG.4380|TFB2M,317,256,769,293,371,605
MSTRG.4381|CNST,1851,1443,1368,1475,866,1352
MSTRG.4382,10,2,0,0,4,0
MSTRG.4383,0,0,0,0,0,0
MSTRG.4385|RPL7AP82,0,0,3,0,0,0
MSTRG.4384,4,30,6,6,2,18
MSTRG.4393,17,0,2,0,3,2
MSTRG.4394|ZNF670-ZNF695,12,38,131,16,9,104
MSTRG.4394|ZNF695,258,357,731,156,212,972
MSTRG.4395,0,0,0,0,0,0
MSTRG.4394,0,136,0,0,0,0
MSTRG.4394|ZNF670,472,151,716,457,636,766
MSTRG.4396,9,1,70,17,15,31
MSTRG.4386|SCCPDH,2099,513,1454,2176,1213,1139
MSTRG.4386,0,78,0,0,0,0
MSTRG.4388|KIF28P,0,0,0,0,0,0
MSTRG.4386|LINC01341,139,54,12,79,37,48
MSTRG.4388,121,662,2350,716,707,626
MSTRG.4390,0,0,0,0,0,0
MSTRG.4392,0,0,0,0,0,0
MSTRG.4388|AHCTF1,2805,1322,2270,1506,1433,1293
MSTRG.4387|RPL35AP6,4,1,0,0,3,0
MSTRG.4389,231,63,26,102,39,43
MSTRG.4391,33,18,11,54,41,29
ENSG00000226164|FGFR3P6,1,5,0,0,0,0
MSTRG.4398|ZNF669,67,38,28,116,111,60
MSTRG.4398,602,589,846,603,520,707
MSTRG.4399,85,65,13,135,65,20
MSTRG.4400|LINC02897,125,58,11,186,82,28
MSTRG.4402,15,17,2,7,16,8
MSTRG.4401|ZNF124,2223,1256,677,3481,956,699
MSTRG.4406,1,0,1,0,0,0
MSTRG.4403,30,37,4,0,15,11
MSTRG.4404,53,21,3,15,24,2
MSTRG.4405,19,19,6,34,9,15
MSTRG.4401,979,0,0,0,0,0
MSTRG.4407,4,0,0,0,0,0
MSTRG.4408,2,5,1,10,1,6
MSTRG.4414,1,8,22,0,16,10
MSTRG.4415,4,3,0,0,0,0
MSTRG.4409,3187,5089,2640,2904,2652,3124
MSTRG.4409|ZNF731P,0,0,0,0,20,0
MSTRG.4411,0,0,0,0,3,0
MSTRG.4412,0,2,1,0,0,0
MSTRG.4413|VN1R17P,0,0,0,0,0,0
MSTRG.4409|MIR3916,1,1,1,0,1,1
MSTRG.4410|RNA5SP82,1,2,0,2,0,1
MSTRG.4424|TRIM58,167,571,181,215,325,113
ENSG00000224830|OR2X1P,2,0,0,1,0,0
ENSG00000177462|OR2T8,2,7,0,0,10,6
ENSG00000237492|OR2L9P,1,2,0,0,2,0
ENSG00000232215|OR2L6P,2,2,0,7,0,0
ENSG00000203663|OR2L2,4,3,2,1,2,1
ENSG00000198128|OR2L3,0,0,0,0,0,0
ENSG00000196071|OR2L13,6,0,0,4,0,0
ENSG00000227152|OR2T7,0,0,0,0,0,0
ENSG00000302135,0,0,0,0,0,0
ENSG00000169224|GCSAML,0,0,0,0,0,0
ENSG00000196242|OR2C3,0,0,0,0,0,0
ENSG00000236817,0,0,4,0,0,0
ENSG00000177489|OR2G2,0,0,0,0,0,0
ENSG00000177476|OR2G3,0,0,0,0,0,0
ENSG00000283369|U6,0,0,0,0,0,0
ENSG00000198452|OR14L1,0,0,0,0,0,0
ENSG00000235749,0,0,0,2,0,4
ENSG00000230411|OR3D1P,0,0,0,0,0,0
ENSG00000197437|OR13G1,0,0,0,0,0,0
ENSG00000169214|OR6F1,0,0,4,0,0,0
ENSG00000239395,0,0,0,0,0,0
